record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category
0,33455,True,1,207464920,0.23122422664788153,0.18198429990249285,0.049239926745388685,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
1,14715,True,1,203021705,0.7243998983755355,0.02586932142117331,0.6985305769543623,0.30000000000000004,True,correct,ECOM,44,True,correct
2,29677,True,1,204884519,0.6995842623377285,0.011886913581361243,0.6876973487563672,0.30000000000000004,True,correct,ECOM,44,True,correct
3,33026,True,1,204230770,0.5267012606452247,0.05373769317437264,0.47296356747085205,0.30000000000000004,True,correct,ECOM,44,True,correct
4,34092,True,2,207679756,0.9479513464772688,0.8011209985097802,0.1468303479674885,0.30000000000000004,True,correct,ECOM,44,True,correct
5,29099,True,1,204222472,0.32522901927381703,0.23880092855789406,0.08642809071592297,0.30000000000000004,True,correct,ECOM,44,False,missing_match
6,39054,True,1,207390496,0.046237518984352174,0.016735975125972205,0.02950154385837997,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
7,27964,True,1,203136103,0.83684308837904,0.07223079063860705,0.7646122977404329,0.30000000000000004,True,correct,ECOM,44,True,correct
8,36861,True,1,210442348,0.9160758197515431,0.1841971617935793,0.7318786579579637,0.30000000000000004,True,correct,ECOM,44,True,correct
9,27789,True,1,204318286,0.47045797123383293,0.17946532854934172,0.2909926426844912,0.30000000000000004,True,false_link,ECOM,44,False,missing_match
10,37110,True,1,209114551,0.9511615081975013,0.7667367169043879,0.1844247912931134,0.30000000000000004,True,correct,ECOM,44,True,correct
11,27965,True,1,203136103,0.6048063083879405,0.07691258164542572,0.5278937267425148,0.30000000000000004,True,false_link,ECOM,44,True,false_link
12,29829,True,1,208715736,0.30873894870027835,0.040716944114429096,0.26802200458584924,0.30000000000000004,True,false_link,ECOM,44,True,false_link
13,35277,True,1,208085253,0.8209921721664847,0.12449106433523147,0.6965011078312532,0.30000000000000004,True,correct,ECOM,44,True,correct
14,28433,True,1,203142438,0.8052082666348919,0.026546903461818667,0.7786613631730732,0.30000000000000004,True,correct,ECOM,44,True,correct
15,36118,True,1,203142471,0.6702102719042882,0.03102659266097603,0.6391836792433121,0.30000000000000004,True,correct,ECOM,44,True,correct
16,21989,True,1,204274645,0.8925756627780269,0.11031103575070716,0.7822646270273197,0.30000000000000004,True,correct,ECOM,44,True,correct
17,36168,True,1,208171630,0.9276931389477867,0.8567502283760706,0.07094291057171609,0.30000000000000004,True,correct,ECOM,44,True,correct
18,32322,True,1,203405815,0.6165873089781305,0.01328883997113432,0.6032984690069962,0.30000000000000004,True,correct,ECOM,44,False,missing_match
19,28256,True,1,204563763,0.8991515826681572,0.17465852936664208,0.7244930533015151,0.30000000000000004,True,correct,ECOM,44,True,correct
20,36722,True,1,209656935,0.8580740659576525,0.02027500743872001,0.8377990585189324,0.30000000000000004,True,correct,ECOM,44,True,correct
21,16669,True,1,90148258,0.912340801470539,0.3128371581497072,0.5995036433208318,0.30000000000000004,True,false_link,ECOM,44,True,correct
22,16668,True,1,90148258,0.9596607071274318,0.2117360845975043,0.7479246225299275,0.30000000000000004,True,correct,ECOM,44,True,correct
23,35810,True,1,10326220,0.8945240609996666,0.0101340221949356,0.884390038804731,0.30000000000000004,True,correct,ECOM,44,True,correct
24,22798,True,1,202143942,0.3397549875010774,0.006093804327575661,0.33366118317350174,0.30000000000000004,True,correct,ECOM,44,True,correct
25,32882,True,1,204563949,0.4775282390503862,0.03520157724656034,0.44232666180382585,0.30000000000000004,True,correct,ECOM,44,True,correct
26,22729,True,1,202473822,0.4486362009840153,0.014476519146243481,0.4341596818377718,0.30000000000000004,True,correct,ECOM,44,True,correct
27,33562,True,1,207542597,0.9152297303005,0.07774156971588661,0.8374881605846134,0.30000000000000004,True,correct,ECOM,44,True,correct
28,30203,True,1,208156275,0.4165297209582784,0.011549699855901508,0.4049800211023769,0.30000000000000004,True,correct,ECOM,44,False,missing_match
29,28137,True,1,204254634,0.8721588009523932,0.1017007665560513,0.7704580343963419,0.30000000000000004,True,correct,ECOM,44,True,correct
30,27091,True,1,203136113,0.04109541586020196,0.002805003990690167,0.03829041186951179,0.30000000000000004,False,missing_match,ECOM,44,True,correct
31,30585,True,1,204206934,0.30024772161182905,0.11735484269681949,0.18289287891500955,0.30000000000000004,True,correct,ECOM,44,True,correct
32,32688,True,1,208033808,0.5929437622182399,0.05899425636803511,0.5339495058502047,0.30000000000000004,True,correct,ECOM,44,False,missing_match
33,27719,True,1,203379237,0.8793034492081581,0.08537944277744818,0.7939240064307099,0.30000000000000004,True,correct,ECOM,44,True,correct
34,10102,True,1,90106210,0.8453753748561226,0.7593334987634109,0.08604187609271163,0.30000000000000004,True,correct,ECOM,44,True,correct
35,35663,True,1,207536226,0.9351940315148846,0.8115845607807948,0.12360947073408979,0.30000000000000004,True,correct,ECOM,44,True,correct
36,34125,True,2,203165921,0.8444734138289364,0.8017274415875791,0.04274597224135723,0.30000000000000004,True,correct,ECOM,44,True,correct
37,17906,True,1,204274644,0.9008961223163691,0.11273385764830474,0.7881622646680644,0.30000000000000004,True,correct,ECOM,44,True,correct
38,36906,True,1,208656495,0.1893295406511974,0.01214749034537138,0.177182050305826,0.30000000000000004,False,missing_match,ECOM,44,True,correct
39,13954,True,1,90128649,0.8801016817000343,0.7392081883086628,0.14089349339137158,0.30000000000000004,True,correct,ECOM,44,True,correct
40,32193,True,1,205809367,0.8698880548225091,0.15176856923811746,0.7181194855843916,0.30000000000000004,True,correct,ECOM,44,True,correct
41,11801,True,1,210239335,0.17725130248274384,0.06665513616472597,0.11059616631801787,0.30000000000000004,False,missing_match,ECOM,44,True,correct
42,16000,True,1,208226457,0.8380094071318114,0.15221398891422666,0.6857954182175847,0.30000000000000004,True,correct,ECOM,44,True,correct
43,10101,True,1,90106210,0.8102797747287509,0.7973207225006272,0.012959052228123658,0.30000000000000004,True,false_link,ECOM,44,True,false_link
44,38873,True,1,210399907,0.4777612187131086,0.015824898043610838,0.4619363206694978,0.30000000000000004,True,correct,ECOM,44,False,missing_match
45,36388,True,1,208226694,0.8142857062272184,0.027002160845901617,0.7872835453813168,0.30000000000000004,True,correct,ECOM,44,True,correct
46,20450,True,1,209122921,0.01555824137569063,0.009187904937152125,0.006370336438538505,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
47,34883,True,1,207929461,0.49467877877006766,0.12363283127829185,0.37104594749177583,0.30000000000000004,True,false_link,ECOM,44,True,correct
48,33563,True,1,207388760,0.6482237293902109,0.26801977370667485,0.38020395568353604,0.30000000000000004,True,correct,ECOM,44,True,correct
49,32664,True,1,208409785,0.2919674003393199,0.20496283960893996,0.08700456073037993,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
50,38452,True,1,208226470,0.9492319509916194,0.03330559815258841,0.915926352839031,0.30000000000000004,True,correct,ECOM,44,True,correct
51,22727,True,1,202619749,0.12580718525078358,0.06714793967744807,0.0586592455733355,0.30000000000000004,False,missing_match,ECOM,44,True,correct
52,37686,True,1,208893667,0.6666418457454112,0.06312028217593015,0.6035215635694811,0.30000000000000004,True,correct,ECOM,44,True,correct
53,23658,True,1,203065730,0.4301552660810998,0.012364909884628216,0.41779035619647154,0.30000000000000004,True,correct,ECOM,44,True,correct
54,36149,True,1,207907550,0.32838742252401437,0.1878331425698888,0.14055427995412556,0.30000000000000004,True,correct,ECOM,44,True,correct
55,34349,True,1,207660498,0.9720450216263514,0.08697558423373003,0.8850694373926213,0.30000000000000004,True,correct,ECOM,44,True,correct
56,25902,True,1,202479411,0.6944225470982797,0.047237921096410215,0.6471846260018694,0.30000000000000004,True,correct,ECOM,44,True,correct
57,24493,True,1,202900030,0.4471886164932647,0.3294279909579327,0.11776062553533201,0.30000000000000004,True,correct,ECOM,44,True,correct
58,19604,True,1,203025446,0.9078754825327547,0.4399900123393776,0.4678854701933771,0.30000000000000004,True,correct,ECOM,44,True,correct
59,37468,True,1,209310241,0.7855056470631628,0.07506924344180727,0.7104364036213555,0.30000000000000004,True,correct,ECOM,44,True,correct
60,38507,True,1,206181767,0.9202703819095523,0.02579269771578073,0.8944776841937716,0.30000000000000004,True,correct,ECOM,44,True,correct
61,37934,True,1,208710844,0.7922694552345169,0.4162673679129439,0.376002087321573,0.30000000000000004,True,correct,ECOM,44,True,correct
62,33922,True,1,207925432,0.7573776067199874,0.4100695946732729,0.3473080120467145,0.30000000000000004,True,correct,ECOM,44,True,correct
63,31020,True,1,205835447,0.8921133696314787,0.1932666978163081,0.6988466718151706,0.30000000000000004,True,correct,ECOM,44,True,correct
64,29272,True,1,203900792,0.20866424086394478,0.048615293655516825,0.16004894720842794,0.30000000000000004,False,missing_match,ECOM,44,True,correct
65,37139,True,1,208893658,0.39347414040189943,0.03304773380010613,0.3604264066017933,0.30000000000000004,True,correct,ECOM,44,True,correct
66,35231,True,1,204792885,0.08139793884795772,0.07186091489275218,0.009537023955205545,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
67,37589,True,1,90146847,0.04473346920799585,0.03888565100031288,0.005847818207682966,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
68,24346,True,1,208972043,0.6680565432850739,0.012807325140615718,0.6552492181444582,0.30000000000000004,True,correct,ECOM,44,True,correct
69,9314,True,1,90138520,0.5961260719991556,0.05736859108448359,0.538757480914672,0.30000000000000004,True,correct,ECOM,44,True,correct
70,35332,True,1,208504422,0.7033839684759243,0.19667010971161922,0.5067138587643051,0.30000000000000004,True,correct,ECOM,44,True,correct
71,23686,True,1,10333848,0.8924635183508494,0.23040015823446575,0.6620633601163837,0.30000000000000004,True,correct,ECOM,44,True,correct
72,38346,True,1,208167531,0.9326973900463402,0.17279454505770678,0.7599028449886335,0.30000000000000004,True,correct,ECOM,44,True,correct
73,33273,True,1,206808432,0.6143812360718104,0.10573430741256222,0.5086469286592482,0.30000000000000004,True,correct,ECOM,44,True,correct
74,36635,True,1,208409750,0.08298857232801522,0.0761498411071207,0.0068387312208945256,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
75,34553,True,1,204793356,0.9264916938853681,0.05319966771907167,0.8732920261662964,0.30000000000000004,True,correct,ECOM,44,True,correct
76,552,True,1,90132241,0.7748346799005267,0.12393800232773566,0.650896677572791,0.30000000000000004,True,correct,ECOM,44,True,correct
77,32488,True,1,206179525,0.4018673081323343,0.1611387211714253,0.24072858696090899,0.30000000000000004,True,correct,ECOM,44,True,correct
78,23864,True,1,204636071,0.6614436806599898,0.012501484703965705,0.6489421959560241,0.30000000000000004,True,correct,ECOM,44,False,missing_match
79,36859,True,1,210399849,0.8426650034693256,0.01418177293272165,0.828483230536604,0.30000000000000004,True,correct,ECOM,44,True,correct
80,27810,True,1,204563770,0.76001474757959,0.5853988006267536,0.17461594695283633,0.30000000000000004,True,correct,ECOM,44,True,correct
81,33931,True,1,207391017,0.9565848258535906,0.47893739717228984,0.4776474286813008,0.30000000000000004,True,correct,ECOM,44,True,correct
82,34174,True,1,205817784,0.7521298453670671,0.017349133162732042,0.734780712204335,0.30000000000000004,True,correct,ECOM,44,True,correct
83,28304,True,1,203405814,0.7676926977501868,0.008040728415947664,0.7596519693342391,0.30000000000000004,True,correct,ECOM,44,True,correct
84,20447,True,1,90128026,0.7599552013917874,0.0439771866653769,0.7159780147264105,0.30000000000000004,True,correct,ECOM,44,True,correct
85,34961,True,1,204792885,0.10638743053907063,0.06459737833973303,0.041790052199337596,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
86,580,True,1,202812620,0.2676212918428764,0.012330960116326246,0.2552903317265502,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
87,35680,True,1,208156276,0.8674011579690298,0.019528526310950218,0.8478726316580796,0.30000000000000004,True,correct,ECOM,44,True,correct
88,26805,True,1,203900180,0.7860335355635055,0.09702108424064129,0.6890124513228643,0.30000000000000004,True,correct,ECOM,44,True,correct
89,32990,True,1,206928604,0.3031991726285889,0.07680005831838387,0.22639911431020504,0.30000000000000004,True,false_link,ECOM,44,True,false_link
90,5644,True,1,203023505,0.9051337213328153,0.06563505337623247,0.8394986679565829,0.30000000000000004,True,correct,ECOM,44,True,correct
91,36636,True,1,206783256,0.8173709160323573,0.49661981510799297,0.3207511009243644,0.30000000000000004,True,correct,ECOM,44,True,correct
92,14070,True,1,203915639,0.014695475179534056,0.008362592401198372,0.006332882778335684,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
93,33595,True,1,208294724,0.8266347683635424,0.5897115446837068,0.23692322367983565,0.30000000000000004,True,false_link,ECOM,44,True,false_link
94,32384,True,1,202989028,0.6452436529785035,0.04882921643436619,0.5964144365441373,0.30000000000000004,True,correct,ECOM,44,True,correct
95,36027,True,1,203396159,0.8546288757051123,0.3366680630901906,0.5179608126149217,0.30000000000000004,True,correct,ECOM,44,True,correct
96,33948,True,1,207391018,0.8583878303450663,0.05020200871471417,0.8081858216303521,0.30000000000000004,True,correct,ECOM,44,True,correct
97,34905,True,1,207514568,0.8676774100430621,0.06609461110248752,0.8015827989405746,0.30000000000000004,True,correct,ECOM,44,True,correct
98,18087,True,1,203150909,0.6322690605674233,0.053640739416082044,0.5786283211513412,0.30000000000000004,True,correct,ECOM,44,True,correct
99,18567,True,1,208456203,0.6218366655426327,0.18949791851281023,0.4323387470298225,0.30000000000000004,True,correct,ECOM,44,True,correct
100,32906,True,1,203324965,0.31782841949469015,0.2558372408859276,0.061991178608762576,0.30000000000000004,True,correct,ECOM,44,True,correct
101,33263,True,1,208105573,0.2684709334207532,0.019030520154058303,0.24944041326669486,0.30000000000000004,False,missing_match,ECOM,44,True,correct
102,14061,True,1,203025423,0.9388500108280378,0.01654807956609649,0.9223019312619413,0.30000000000000004,True,correct,ECOM,44,True,correct
103,38781,True,1,207920831,0.38589546671075375,0.011127080660369016,0.37476838605038476,0.30000000000000004,True,correct,ECOM,44,True,correct
104,38468,True,1,210435432,0.728804731693999,0.004933495831856065,0.7238712358621429,0.30000000000000004,True,correct,ECOM,44,True,correct
105,31374,True,1,208455792,0.8948966670639961,0.8786823401829806,0.01621432688101543,0.30000000000000004,True,correct,ECOM,44,True,correct
106,37145,True,1,208941079,0.6562522755962679,0.23220777597418413,0.42404449962208374,0.30000000000000004,True,false_link,ECOM,44,False,missing_match
107,34130,True,2,207900174,0.9449998854000975,0.1396703704154083,0.8053295149846892,0.30000000000000004,True,correct,ECOM,44,True,correct
108,27985,True,1,204740191,0.36795958867435646,0.020369964358113005,0.34758962431624346,0.30000000000000004,True,correct,ECOM,44,True,correct
109,29304,True,1,206901618,0.07549974693004406,0.03896902122047825,0.03653072570956581,0.30000000000000004,False,missing_match,ECOM,44,True,correct
110,35990,True,1,204049431,0.4271127221627017,0.018082797193421027,0.40902992496928064,0.30000000000000004,True,correct,ECOM,44,False,missing_match
111,37322,True,1,209307663,0.8922853484458423,0.04126632452021208,0.8510190239256302,0.30000000000000004,True,correct,ECOM,44,True,correct
112,35981,True,1,207539418,0.9537647811856896,0.0018693766429550452,0.9518954045427346,0.30000000000000004,True,correct,ECOM,44,True,correct
113,24386,True,1,203340101,0.5302482761327824,0.21163402357256328,0.3186142525602191,0.30000000000000004,True,correct,ECOM,44,True,correct
114,33966,True,1,205561996,0.015200368627655326,0.009263050878136949,0.005937317749518377,0.30000000000000004,False,missing_match,ECOM,44,True,correct
115,35014,True,1,208117936,0.2376968197105642,0.2376968197105642,0.0,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
116,37211,True,1,209310260,0.5752533473124205,0.059973141574457454,0.5152802057379631,0.30000000000000004,True,correct,ECOM,44,True,correct
117,37606,True,1,10353206,0.9747182990137429,0.7130061862159968,0.2617121127977461,0.30000000000000004,True,correct,ECOM,44,True,correct
118,29823,True,1,204792884,0.9011845030247806,0.42951121009154236,0.47167329293323823,0.30000000000000004,True,correct,ECOM,44,False,missing_match
119,35987,True,1,207464939,0.4520749613306501,0.02771685929560991,0.4243581020350402,0.30000000000000004,True,correct,ECOM,44,False,missing_match
120,31284,True,1,204049534,0.3690311099115555,0.01413232066908947,0.35489878924246604,0.30000000000000004,True,correct,ECOM,44,False,missing_match
121,33532,True,1,204071217,0.6693968446714108,0.07515454676502929,0.5942422979063815,0.30000000000000004,True,correct,ECOM,44,True,correct
122,34009,True,1,207595882,0.9683057252096628,0.6848085771863416,0.28349714802332127,0.30000000000000004,True,correct,ECOM,44,True,correct
123,37808,True,1,204740188,0.7770487936035513,0.44374801672996667,0.3333007768735846,0.30000000000000004,True,correct,ECOM,44,True,correct
124,6742,True,1,202845629,0.8884948350788036,0.038527447702781534,0.8499673873760221,0.30000000000000004,True,correct,ECOM,44,True,correct
125,35388,True,1,208294724,0.818893667403244,0.5365557544360142,0.28233791296722976,0.30000000000000004,True,correct,ECOM,44,True,correct
126,23325,True,2,202456903,0.8658275463862992,0.019698159187692885,0.8461293871986063,0.30000000000000004,True,correct,ECOM,44,True,correct
127,38767,True,1,204154429,0.9174258325753787,0.02964839782026465,0.8877774347551141,0.30000000000000004,True,correct,ECOM,44,True,correct
128,34976,True,1,208504300,0.9224021562192045,0.29781911015148566,0.6245830460677189,0.30000000000000004,True,correct,ECOM,44,True,correct
129,27391,True,1,204791643,0.8856182005236767,0.07620516337140851,0.8094130371522682,0.30000000000000004,True,correct,ECOM,44,True,correct
130,36022,True,1,208226697,0.07013787703555953,0.04852107150726783,0.021616805528291698,0.30000000000000004,False,missing_match,ECOM,44,True,correct
131,37803,True,1,207875395,0.9214396339032827,0.8617282106163121,0.059711423286970544,0.30000000000000004,True,correct,ECOM,44,True,correct
132,23651,True,1,202784323,0.7340013425719109,0.00707388217716806,0.7269274603947428,0.30000000000000004,True,correct,ECOM,44,True,correct
133,35175,True,1,204792876,0.02206223826286919,0.02023897462548941,0.0018232636373797795,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
134,34719,True,1,207543188,0.7255301093799467,0.04219652930970113,0.6833335800702456,0.30000000000000004,True,correct,ECOM,44,True,correct
135,22100,True,1,201953026,0.15242314641553922,0.06219172353201763,0.0902314228835216,0.30000000000000004,False,missing_match,ECOM,44,True,false_link
136,27857,True,1,204035273,0.9550380380266007,0.21607676513471263,0.7389612728918881,0.30000000000000004,True,correct,ECOM,44,True,correct
137,28340,True,1,208456185,0.15799887219615055,0.09568353332422685,0.0623153388719237,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match
138,17872,True,1,90145561,0.6766758800105592,0.5473983265001816,0.12927755351037762,0.30000000000000004,True,correct,ECOM,44,True,correct
139,33569,True,1,207388760,0.5576796342822987,0.41919515967644566,0.13848447460585306,0.30000000000000004,True,false_link,ECOM,44,True,correct
140,37825,True,1,205505156,0.9275264427138267,0.1760096781101921,0.7515167646036346,0.30000000000000004,True,correct,ECOM,44,True,correct
141,31332,True,1,205761272,0.8080855502042558,0.004917479207956206,0.8031680709962996,0.30000000000000004,True,correct,ECOM,44,True,correct
142,28978,True,1,204519849,0.4019302114648153,0.22069934954711462,0.18123086191770066,0.30000000000000004,True,correct,ECOM,44,True,correct
143,34899,True,1,207959814,0.7390504207771508,0.07562277299412871,0.6634276477830221,0.30000000000000004,True,correct,ECOM,44,True,correct
144,25950,True,1,202870170,0.7534945929861485,0.04352242164265003,0.7099721713434984,0.30000000000000004,True,correct,ECOM,44,True,correct
145,27793,True,1,204292472,0.32162653331585894,0.2834877416960135,0.03813879161984546,0.30000000000000004,True,false_link,ECOM,44,True,false_link
146,31392,True,1,205753566,0.6971794744366278,0.0093145262983563,0.6878649481382715,0.30000000000000004,True,correct,ECOM,44,True,correct
147,23965,True,1,203322272,0.8470182456075185,0.007811943608183901,0.8392063019993345,0.30000000000000004,True,correct,ECOM,44,True,correct
148,37749,True,1,210399743,0.7263468602955123,0.09877982347149794,0.6275670368240144,0.30000000000000004,True,correct,ECOM,44,True,correct
149,32405,True,1,203938179,0.9566301482622239,0.6050089733349375,0.3516211749272864,0.30000000000000004,True,correct,ECOM,44,True,correct
150,29273,True,1,202070807,0.9577167545653013,0.058187496853304925,0.8995292577119963,0.30000000000000004,True,correct,ECOM,44,True,correct
151,39039,True,1,210490135,0.7670228465142717,0.09858789205208424,0.6684349544621875,0.30000000000000004,True,correct,ECOM,44,True,correct
152,38492,True,1,206725966,0.7935592053864952,0.014657343634073963,0.7789018617524212,0.30000000000000004,True,correct,ECOM,44,True,correct
153,27975,True,1,10360978,0.8768906165323703,0.6955889707966151,0.18130164573575525,0.30000000000000004,True,correct,ECOM,44,True,correct
154,29008,True,1,204792886,0.7830400925035734,0.1899242712595632,0.5931158212440102,0.30000000000000004,True,correct,ECOM,44,False,missing_match
155,38726,True,1,204080936,0.5766433532183606,0.09213005071721615,0.48451330250114444,0.30000000000000004,True,correct,ECOM,44,True,correct
156,37231,True,1,209114390,0.6049034604971376,0.003519556638071655,0.6013839038590659,0.30000000000000004,True,correct,ECOM,44,True,correct
157,35216,True,1,208294701,0.9089294180174335,0.012151270780692107,0.8967781472367414,0.30000000000000004,True,correct,ECOM,44,True,correct
