record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed
0,35680,True,1,208156276,0.8940704818215646,0.01766746304513382,0.8764030187764308,0.3500000000000001,True,correct,ECOM,43
1,33601,True,1,204071217,0.31363976268611704,0.17431610510646406,0.13932365757965298,0.3500000000000001,False,missing_match,ECOM,43
2,25990,True,1,203915639,0.7700530963084133,0.0669306279898973,0.703122468318516,0.3500000000000001,True,correct,ECOM,43
3,33150,True,1,208105630,0.8306511245005621,0.2692846558821959,0.5613664686183661,0.3500000000000001,True,correct,ECOM,43
4,33476,True,1,208504178,0.9062210945396172,0.7619539326975744,0.1442671618420428,0.3500000000000001,True,correct,ECOM,43
5,38876,True,1,210634625,0.6307275445535768,0.28348336125016627,0.34724418330341056,0.3500000000000001,True,correct,ECOM,43
6,33586,True,1,207338890,0.9356523722023473,0.5114600427243133,0.424192329478034,0.3500000000000001,True,correct,ECOM,43
7,36207,True,1,10363070,0.22536242300413023,0.006291917097413919,0.2190705059067163,0.3500000000000001,False,missing_match,ECOM,43
8,38475,True,1,10140760,0.7999057554548372,0.01677667937645371,0.7831290760783836,0.3500000000000001,True,correct,ECOM,43
9,24386,True,1,203340101,0.6873062346450217,0.058759687356375954,0.6285465472886458,0.3500000000000001,True,correct,ECOM,43
10,13580,True,1,90125772,0.9113305817943136,0.5392237352403776,0.372106846553936,0.3500000000000001,True,correct,ECOM,43
11,35019,True,1,208117925,0.05308957461544661,0.03342990248032698,0.019659672135119634,0.3500000000000001,False,missing_match,ECOM,43
12,31830,True,1,205557539,0.9505251815363464,0.06335880019385136,0.887166381342495,0.3500000000000001,True,correct,ECOM,43
13,32876,True,1,203870569,0.21962692510001106,0.1313126497636734,0.08831427533633765,0.3500000000000001,False,missing_match,ECOM,43
14,26241,True,1,208456199,0.7883986987652978,0.1489526460431293,0.6394460527221685,0.3500000000000001,True,correct,ECOM,43
15,36812,True,1,210399819,0.6239930040047847,0.025542359262079924,0.5984506447427048,0.3500000000000001,True,correct,ECOM,43
16,14070,True,1,207542599,0.024326074690980578,0.018346121019853768,0.00597995367112681,0.3500000000000001,False,missing_match,ECOM,43
17,19358,True,1,90144996,0.5080001591435878,0.2594012748800449,0.24859888426354287,0.3500000000000001,True,correct,ECOM,43
18,29493,True,1,204549804,0.9202946761626485,0.13995458146755646,0.780340094695092,0.3500000000000001,True,correct,ECOM,43
19,37811,True,1,209245960,0.9651979587985269,0.3189796297488686,0.6462183290496583,0.3500000000000001,True,correct,ECOM,43
20,27719,True,1,203379237,0.8745271206360602,0.060931527651803104,0.8135955929842571,0.3500000000000001,True,correct,ECOM,43
21,33209,True,1,208653765,0.9418369452454181,0.2474983958126583,0.6943385494327597,0.3500000000000001,True,correct,ECOM,43
22,32493,True,1,203324970,0.8813416762214276,0.20494208151471563,0.676399594706712,0.3500000000000001,True,correct,ECOM,43
23,27589,True,1,204264643,0.6930717353595253,0.08561520992515433,0.6074565254343709,0.3500000000000001,True,correct,ECOM,43
24,38451,True,1,205817166,0.8341114732110491,0.3712329084630299,0.46287856474801914,0.3500000000000001,True,correct,ECOM,43
25,29099,True,1,204222472,0.2746374520121842,0.11998244734919902,0.15465500466298518,0.3500000000000001,False,missing_match,ECOM,43
26,38511,True,1,210460676,0.9440092231531676,0.4742257301571338,0.4697834929960338,0.3500000000000001,True,correct,ECOM,43
